Customer ID,Name,Age,Gender,Signup Date,Last Purchase,Total Purchases,Total Spent ($),Country,Email,Device Type,Is Subscribed,Feedback Score
2531,Adam Cortez,24,Male,2021-03-10,2021-04-28,17,107.9,Brazil,reynoldsmegan@jones-pittman.com,Desktop,Yes,8.2
2532,Jesse Burns,35,Female,2024-02-29,2024-11-07,14,512.74,Germany,donna04@gmail.com,Tablet,Yes,6.1
2533,Beth Harvey,23,Female,2023-02-16,2023-09-27,39,2707.61,Germany,xramos@shah-walker.com,Mobile,No,8.3
2534,David Andrews,62,Female,2023-01-29,2023-02-27,35,876.84,USA,melissa92@hotmail.com,Desktop,Yes,6.1
2535,Jose Grant,68,Female,2021-07-11,2022-12-12,22,545.46,China,johnyates@hotmail.com,Tablet,Yes,6.9
2536,Daniel Smith,54,Female,2022-08-17,2023-08-13,1,2164.17,UAE,john30@gmail.com,Desktop,No,7.1
2537,Mrs. Ashley White,53,Male,2021-10-29,2025-01-18,2,3707.56,Brazil,andrew98@yahoo.com,Mobile,No,9.0
2538,Robert Moore,30,Male,2021-08-10,2022-08-02,11,1209.39,USA,nguyencharles@gmail.com,Tablet,Yes,8.9
2539,Roberto Murphy,30,Male,2024-01-24,2024-02-15,13,706.51,Singapore,diazmichael@hotmail.com,Mobile,No,5.6
2540,Amy Matthews,32,Male,2021-09-18,2024-05-29,3,633.49,Germany,edwin45@torres-miller.org,Desktop,No,7.6
2541,Robert Foley,61,Female,2021-02-20,2023-11-13,10,3455.19,UK,pughkelli@willis.com,Desktop,No,6.4
2542,Hannah Paul,18,Male,2023-09-06,2025-02-21,24,223.89,UK,sarah19@hotmail.com,Tablet,No,5.6
2543,Ashley Holt,24,Male,2024-03-25,2024-11-23,49,829.79,India,zavery@yahoo.com,Mobile,No,7.2
2544,Carrie Robertson,24,Female,2023-05-06,2023-11-26,15,3513.45,UK,ysanchez@yahoo.com,Desktop,No,7.0
2545,Jason Bruce,46,Male,2020-11-23,2025-06-16,39,2687.6,Brazil,iyoung@gmail.com,Mobile,No,10.0
2546,April Graham,45,Male,2020-11-21,2023-07-20,40,4191.62,Singapore,eric59@keller.biz,Desktop,No,8.1
2547,Julia Jones,34,Male,2021-05-21,2024-04-20,47,4001.6,USA,gjohnson@mcgee.com,Mobile,No,5.4
2548,Blake Mitchell,36,Female,2023-10-15,2024-09-03,50,2700.47,India,oconnorcarol@guerra-warren.net,Tablet,Yes,6.7
2549,Kirk Johnson,68,Male,2023-12-24,2024-10-22,4,1187.2,China,jmays@wilson.net,Mobile,No,9.0
2550,Ann Roth,43,Male,2022-01-30,2023-11-14,4,2613.87,China,courtney96@holder-blake.net,Mobile,Yes,10.0
2551,Jamie Thompson,33,Male,2020-09-22,2020-10-29,33,4298.6,China,jennifermoore@gmail.com,Mobile,Yes,5.1
2552,Victoria Rodriguez,52,Male,2023-06-04,2024-08-28,22,2649.13,India,cynthiaellis@yahoo.com,Desktop,No,4.7
2553,Albert Black,39,Male,2023-09-03,2025-03-18,12,267.89,Singapore,brandonross@farley-meyer.org,Mobile,Yes,10.0
2554,Virginia Watson,69,Male,2023-04-23,2024-05-23,45,3199.43,China,cathy36@yahoo.com,Mobile,No,8.1
2555,Debbie Castillo,22,Female,2022-12-24,2023-02-16,47,3187.58,India,urose@yahoo.com,Tablet,No,6.2
2556,Barry Hoffman,47,Male,2023-10-29,2024-11-13,44,1417.74,UAE,colemanmichael@bell.com,Mobile,Yes,8.3
2557,Christine Torres,66,Male,2024-07-08,2024-09-15,50,185.24,USA,jclark@cortez.com,Tablet,Yes,3.5
2558,Tonya Patterson,23,Female,2023-10-22,2025-06-27,11,3799.91,Brazil,kayleewarner@norton-smith.com,Mobile,Yes,7.5
2559,Jon Grant,62,Male,2021-01-15,2022-05-29,31,4767.79,India,watsonamy@hotmail.com,Desktop,No,8.0
2560,Samuel Thomas,21,Male,2023-05-29,2023-08-26,47,791.39,UAE,stephanie45@johnson-brown.com,Desktop,No,8.9
2561,Willie Hunter,61,Male,2023-09-30,2025-04-11,33,3245.75,Canada,ashleycrawford@ellis.com,Desktop,Yes,6.0
2562,James Smith,23,Male,2023-12-23,2024-07-29,39,3357.31,China,kelseybrown@carpenter.com,Desktop,No,7.6
2563,Luis Montgomery,49,Male,2021-07-17,2021-08-13,10,919.84,Canada,daniel99@hotmail.com,Tablet,Yes,6.1
2564,William Gutierrez,38,Female,2022-03-24,2022-11-16,31,249.9,Australia,michaelboyd@yahoo.com,Desktop,Yes,7.9
2565,George Chavez,20,Male,2021-12-21,2024-08-28,1,3327.08,Germany,smithdavid@gmail.com,Desktop,No,6.2
2566,Steven Mitchell,58,Female,2022-03-01,2023-10-15,6,1839.26,China,gcastaneda@gmail.com,Desktop,Yes,6.9
2567,Matthew Stone,43,Female,2023-09-18,2023-10-21,37,658.56,Australia,leblancmelissa@gmail.com,Mobile,No,6.0
2568,Katie Odonnell,50,Male,2022-01-05,2022-04-22,21,1879.35,USA,treynolds@hotmail.com,Desktop,No,8.5
2569,Sarah Robinson,70,Male,2021-02-13,2025-04-08,37,1907.86,USA,todd90@hotmail.com,Tablet,Yes,8.8
2570,Rebecca Butler,58,Female,2021-12-20,2022-07-26,4,2063.32,Germany,jcarr@yahoo.com,Desktop,No,7.1
2571,Christopher Thomas,57,Female,2023-12-24,2024-07-12,2,3873.21,China,amanda63@jones.com,Mobile,Yes,7.6
2572,Andrew Hahn,22,Male,2024-02-22,2024-05-17,18,4019.87,India,omarjames@burnett.org,Desktop,No,5.3
2573,Maureen Ortiz,51,Male,2022-03-18,2022-07-28,36,4580.41,USA,shawn18@whitaker.org,Desktop,No,7.1
2574,Lisa Gross,59,Male,2024-03-07,2024-12-25,36,4744.8,Singapore,jessica68@caldwell.com,Mobile,Yes,7.4
2575,Blake Davis,42,Male,2023-10-17,2023-12-10,34,3256.33,Australia,acevedoyvonne@schultz.com,Desktop,Yes,10.0
2576,Melissa Hall,27,Male,2021-12-02,2024-08-16,10,3498.39,Brazil,qrusso@collins.com,Tablet,No,5.8
2577,Jennifer Armstrong,64,Male,2021-10-01,2025-02-12,34,2878.53,Canada,schavez@roth.com,Desktop,No,9.7
2578,Dennis Aguirre,28,Male,2023-10-29,2024-08-26,16,4403.26,UK,thomas27@yahoo.com,Desktop,No,9.0
2579,Kaitlyn Adams,31,Male,2020-10-23,2024-09-05,20,4805.83,Canada,walkermichaela@yahoo.com,Mobile,No,7.9
2580,Luke Carpenter,20,Female,2024-06-30,2025-06-14,19,4729.99,Australia,johnrodriguez@long.com,Mobile,No,10.0
2581,Robert Sullivan,66,Female,2021-11-09,2022-02-26,49,1488.53,USA,ksmith@blake-hayes.com,Mobile,No,8.1
2582,Michele Hawkins,68,Male,2022-01-22,2024-02-20,47,3394.97,UAE,christophercopeland@gmail.com,Tablet,Yes,8.1
2583,Joseph Sullivan,36,Male,2021-12-29,2023-04-01,47,165.16,India,martinjeremiah@gmail.com,Desktop,No,7.4
2584,Dylan Brown,37,Female,2022-06-15,2023-09-09,18,4322.27,China,jgreene@yahoo.com,Tablet,Yes,9.3
2585,Makayla Velasquez,67,Male,2023-02-03,2024-03-30,47,589.38,Germany,mcdonaldrachael@gmail.com,Tablet,Yes,9.1
2586,Brian Mcneil,35,Female,2024-07-01,2025-06-20,47,4863.76,Singapore,molinasean@gmail.com,Tablet,Yes,6.6
2587,Emily Solomon,61,Female,2023-02-11,2023-12-14,3,1484.0,USA,wallacedakota@ramos.biz,Desktop,Yes,5.5
2588,Wendy Ramirez,31,Male,2020-09-05,2022-02-15,14,4850.17,UAE,justin15@sweeney-henderson.com,Mobile,No,7.2
2589,David Stanley,55,Female,2021-11-13,2024-09-08,46,654.79,Germany,nathaniel23@hotmail.com,Mobile,Yes,6.3
2590,Mrs. Meghan Cardenas,23,Male,2023-09-03,2024-03-02,46,3019.28,China,rebeccawalter@gmail.com,Desktop,Yes,7.4
2591,Michael Richards,52,Male,2021-05-06,2022-12-24,39,4879.17,Germany,jason61@hotmail.com,Tablet,Yes,9.4
2592,Maria Bryant,58,Male,2021-01-08,2024-11-19,32,1123.07,Australia,kathryn24@simpson.com,Tablet,No,6.8
2593,Robin Carson,32,Male,2024-03-05,2025-04-17,27,4281.33,India,tara39@gmail.com,Mobile,No,7.4
2594,Mary Hughes,66,Female,2022-07-05,2025-05-01,25,521.77,China,jacqueline34@gonzalez.org,Desktop,Yes,7.6
2595,Timothy Jordan,18,Male,2022-02-18,2023-09-06,14,4110.73,USA,usalas@lawson-wilson.com,Tablet,Yes,8.8
2596,Gerald Long,39,Female,2024-01-12,2025-04-12,8,2771.22,Brazil,karen64@clark-watkins.org,Tablet,Yes,4.1
2597,Brian Phillips,33,Female,2023-04-03,2024-08-23,22,2387.75,Singapore,osmith@hotmail.com,Desktop,No,6.6
2598,Danielle Anderson,70,Male,2023-07-16,2025-04-28,47,4544.29,USA,vsanders@hanna.com,Tablet,Yes,7.8
2599,Marc Thompson,43,Female,2020-10-22,2020-11-13,40,3970.81,UK,bowerslaura@contreras.com,Mobile,Yes,9.3
2600,Gabriel Jones,37,Male,2020-11-17,2024-10-15,8,4360.67,Brazil,kristin98@taylor.com,Desktop,Yes,6.8
2601,Michael Hawkins,52,Female,2021-03-05,2022-10-26,15,1195.18,China,ncollier@gmail.com,Desktop,No,4.7
2602,Melissa Preston,19,Male,2023-08-06,2025-05-03,49,4984.82,Germany,randerson@gmail.com,Mobile,Yes,8.4
2603,Dennis Baker,31,Male,2021-02-09,2025-04-23,5,1238.7,Canada,courtneygutierrez@yahoo.com,Desktop,No,6.5
2604,Misty Jones,44,Male,2021-03-03,2022-03-30,6,1312.98,USA,natashasmith@christensen.biz,Tablet,No,5.7
2605,Barbara Cruz,26,Female,2023-04-18,2024-03-29,48,262.12,UAE,jakegreen@vaughn.org,Tablet,Yes,6.6
2606,Jonathon Stewart,67,Female,2023-03-29,2023-07-09,16,2487.26,Australia,ahamilton@gmail.com,Desktop,No,7.2
2607,Richard Estrada,68,Male,2023-08-12,2024-10-28,34,3483.75,India,tiffanytaylor@hernandez.info,Tablet,Yes,6.6
2608,Carrie Barron,45,Male,2021-08-08,2023-07-25,3,4722.05,USA,megan22@yahoo.com,Tablet,Yes,4.2
2609,Lucas Gill,41,Female,2021-09-05,2022-12-17,26,4428.47,India,laurieburgess@yahoo.com,Mobile,No,8.8
2610,Monica Graham,27,Female,2021-01-22,2022-01-17,5,1635.87,Germany,krista33@simmons.org,Mobile,Yes,9.4
2611,Allison Hoffman,67,Male,2022-08-13,2022-12-23,17,4492.59,UAE,jacqueline90@hotmail.com,Mobile,No,8.5
2612,Melissa Jackson,50,Male,2022-08-17,2024-11-18,28,2881.61,Singapore,jacksonmichael@gmail.com,Tablet,No,5.8
2613,Alexis Blair,45,Male,2022-03-29,2023-03-29,40,1093.75,China,darrenwhite@hotmail.com,Desktop,No,7.2
2614,Jennifer Johnson,65,Male,2021-03-14,2022-10-26,8,1248.4,China,charles02@hotmail.com,Mobile,No,7.5
2615,Matthew Lawrence,67,Male,2022-08-30,2024-08-26,22,1527.28,Singapore,ycordova@gonzalez.org,Tablet,Yes,8.4
2616,Gregory Elliott,44,Male,2023-04-26,2023-12-08,14,1207.05,UAE,fadams@gmail.com,Tablet,Yes,8.5
2617,Michael Huerta,21,Male,2024-07-02,2025-06-21,43,1884.29,USA,jennifersimmons@long-delgado.biz,Tablet,Yes,6.4
2618,Christopher Vaughan,50,Female,2021-10-27,2024-12-04,37,2925.18,India,jaredhogan@williams.net,Desktop,No,7.6
2619,Laura Martin,54,Male,2021-08-27,2024-05-13,2,3587.53,Singapore,kwalker@williams.net,Desktop,Yes,8.2
2620,Angela Fields,43,Female,2021-07-22,2024-08-07,50,3141.2,Australia,kathryn48@yahoo.com,Tablet,No,9.7
2621,Aaron Anderson,53,Female,2020-11-07,2024-09-02,6,4451.3,Canada,devin74@jones.org,Mobile,No,8.6
2622,Pamela Clark,55,Female,2022-04-06,2023-08-25,41,4762.08,Germany,colleencross@rivera-cohen.com,Mobile,No,8.7
2623,Jack Miller,54,Male,2022-10-06,2023-04-02,19,155.3,China,jennifer26@gmail.com,Desktop,Yes,7.6
2624,Anthony Clark,29,Male,2020-08-16,2024-06-19,7,965.53,Germany,johnjohnson@pena.com,Desktop,Yes,9.6
2625,Melanie Wiley,67,Female,2023-04-20,2024-06-19,26,2841.38,USA,nrivera@wilson.net,Desktop,Yes,8.1
2626,Larry Pitts,53,Female,2023-08-07,2024-06-09,10,2020.07,India,hendersonrachel@salazar-huff.info,Desktop,No,6.2
2627,Elizabeth Wright,19,Female,2024-03-25,2024-03-26,12,3758.92,Canada,joshua41@gmail.com,Tablet,Yes,9.6
2628,Jeffrey Baker,51,Male,2022-07-22,2022-07-28,21,3367.23,Brazil,kelly58@garcia.com,Desktop,Yes,8.5
2629,Edwin Carpenter MD,51,Male,2023-07-13,2023-11-22,43,4490.48,USA,kennethwilson@stewart.org,Desktop,Yes,6.8
2630,Jennifer Berry,40,Female,2023-07-31,2024-06-17,43,633.14,UK,davidcopeland@rivera.com,Tablet,No,6.8
2631,Ricky Tran,39,Male,2020-10-13,2023-07-17,36,4032.7,UK,owong@young-morse.com,Desktop,No,7.9
2632,Sarah Torres,52,Male,2022-04-20,2023-01-15,28,3321.55,India,caitlinwilliams@gmail.com,Tablet,No,8.2
2633,Thomas Parsons,54,Female,2024-01-21,2024-09-29,23,2064.28,India,ddavenport@yahoo.com,Mobile,Yes,7.8
2634,Kristen Thompson,53,Female,2020-10-01,2022-08-18,28,536.35,UK,lhill@montes.com,Mobile,No,8.0
2635,Heather Barrera,54,Female,2024-05-14,2025-06-12,49,644.92,Germany,iwilson@jones-oneal.com,Desktop,No,10.0
2636,Bonnie Lynch,52,Male,2024-05-18,2024-11-05,16,2958.68,Canada,susan45@hotmail.com,Tablet,No,9.1
2637,Amber Doyle,58,Male,2022-01-29,2024-06-22,2,4171.02,UK,fmorris@hotmail.com,Desktop,Yes,7.8
2638,Sarah Rodriguez,18,Male,2021-05-19,2024-09-19,43,4268.43,Australia,andrewtorres@yahoo.com,Tablet,No,8.9
2639,Wesley Ramos,42,Male,2021-08-23,2023-01-10,4,628.08,Australia,osbornaaron@werner.org,Tablet,Yes,6.0
2640,Travis Yates,22,Male,2021-01-16,2024-01-04,43,1007.0,Brazil,darrenharris@fletcher-larson.biz,Desktop,Yes,8.1
2641,Thomas Gonzalez,21,Male,2022-07-13,2024-05-15,25,2662.67,Brazil,emilyreid@willis.info,Tablet,No,10.0
2642,Steven Yang,23,Female,2023-10-05,2024-04-13,41,3052.34,UAE,stevenschultz@yahoo.com,Mobile,No,7.2
2643,Taylor Gaines,44,Male,2024-03-22,2024-09-09,41,2632.95,Brazil,hgoodman@gomez.net,Desktop,No,6.2
2644,Kayla Hunt,58,Male,2021-01-09,2023-03-22,4,3663.38,Germany,pfoster@joseph.com,Tablet,No,6.5
2645,Julie Crawford,35,Male,2021-10-16,2024-05-29,32,2231.22,Brazil,larry44@yahoo.com,Desktop,No,5.9
2646,Victor Hayes,28,Male,2023-01-20,2023-10-11,46,4717.51,UK,paulwise@yahoo.com,Tablet,No,6.3
2647,David Mack,66,Female,2024-02-10,2024-11-11,43,693.64,UK,zjohnson@green.net,Desktop,Yes,6.9
2648,Logan Rivera,53,Male,2023-03-31,2023-06-23,48,4368.62,Singapore,ucox@yahoo.com,Desktop,Yes,5.4
2649,Courtney Powers,28,Male,2021-12-25,2023-10-03,50,3899.81,USA,twoods@ritter.com,Desktop,No,7.5
2650,Tyler Clark DVM,22,Male,2023-05-10,2023-10-09,13,1053.2,Germany,gbernard@hotmail.com,Mobile,Yes,8.9
2651,Cheryl Sandoval,38,Female,2023-04-24,2023-04-28,46,4656.52,Germany,paulmoore@gmail.com,Desktop,No,6.1
2652,Michael Morris,24,Female,2020-08-21,2022-08-25,35,4639.48,Singapore,mperkins@anderson-spencer.com,Mobile,Yes,9.8
2653,Courtney Hubbard,28,Male,2021-03-02,2024-07-03,6,3034.49,USA,ericyoung@hotmail.com,Desktop,Yes,8.3
2654,Erin Wilson,32,Female,2023-03-25,2025-02-21,16,4134.58,UAE,brooke03@schmitt.com,Mobile,No,9.0
2655,Mr. Jeff Salazar,49,Female,2024-05-07,2024-06-01,25,650.26,Germany,lee57@gentry.com,Desktop,Yes,6.5
2656,Brian King,60,Female,2021-05-29,2023-03-09,20,1359.76,USA,sharon59@yahoo.com,Tablet,Yes,8.8
2657,Rebecca Rodriguez,55,Female,2021-04-05,2022-03-05,4,747.21,Australia,fryedylan@oconnor.com,Desktop,Yes,5.9
2658,Nicholas Garcia,70,Male,2021-03-26,2022-09-01,28,1413.19,USA,dianachen@hughes-campbell.net,Mobile,No,8.8
2659,Danielle Smith,31,Female,2021-09-02,2023-04-01,7,2021.88,China,lisa59@yahoo.com,Mobile,Yes,7.8
2660,Wayne Lewis,47,Female,2021-12-30,2023-10-26,43,2591.28,UK,xjimenez@obrien.com,Mobile,Yes,8.3
2661,Chad Ortiz,28,Male,2021-05-24,2023-11-05,32,4476.62,Brazil,erika60@stone.com,Tablet,Yes,5.7
2662,James Guerrero,24,Male,2024-01-25,2024-05-14,17,2621.15,Australia,whitegina@gmail.com,Mobile,No,6.2
2663,Jeremy Rush,65,Female,2023-06-16,2023-07-22,47,3449.56,Singapore,elliscatherine@yahoo.com,Mobile,No,8.4
2664,Sydney Johnson,70,Male,2023-08-25,2023-10-16,35,1253.0,India,thompsonbrian@hotmail.com,Tablet,Yes,6.1
2665,Dawn Carr,52,Female,2022-07-11,2024-05-18,27,194.33,Germany,ritareyes@hotmail.com,Tablet,No,8.2
2666,Matthew Jennings,65,Male,2023-10-16,2025-04-01,32,3938.76,Brazil,yangeric@logan-lynch.com,Tablet,No,5.4
2667,George Johnson,43,Male,2020-12-10,2022-04-19,30,2417.69,USA,dwilliams@martinez.info,Desktop,No,8.8
2668,Douglas Gibson,33,Female,2020-10-23,2023-06-30,34,3910.44,UK,travis88@yahoo.com,Mobile,No,5.7
2669,Stephanie Mahoney,66,Male,2020-11-04,2024-03-31,25,2726.07,India,erikkeller@burgess.com,Tablet,Yes,8.3
2670,Kenneth Brown,29,Male,2021-10-26,2022-12-01,41,1779.05,UK,ldiaz@yahoo.com,Mobile,No,8.4
2671,Stanley Henry,61,Female,2020-08-20,2025-06-19,1,3897.57,China,lucasolivia@yahoo.com,Desktop,Yes,6.5
2672,Michael Scott,61,Female,2024-01-20,2024-10-12,26,2868.69,India,steven78@neal-harrison.net,Tablet,Yes,8.4
2673,Debbie Alexander,22,Male,2024-01-11,2025-07-05,21,2860.94,Singapore,dstewart@yahoo.com,Tablet,Yes,7.9
2674,Amy Hamilton,53,Female,2021-03-09,2025-07-22,16,2178.31,Brazil,amymoore@hotmail.com,Tablet,No,6.7
2675,Kyle Hunt,68,Male,2021-03-15,2024-08-12,11,678.03,USA,cscott@smith.info,Desktop,Yes,6.0
2676,Jose Coleman,56,Male,2022-01-01,2023-08-25,43,4216.73,Australia,nortoncharles@hotmail.com,Tablet,No,4.6
2677,Eric Kennedy,50,Female,2024-04-12,2025-07-04,42,693.44,Brazil,thomasbrandi@gmail.com,Desktop,Yes,8.0
2678,Sheryl Juarez,59,Male,2021-09-11,2022-04-06,19,1766.56,China,tonyachambers@yahoo.com,Tablet,No,5.2
2679,James Smith,69,Male,2023-01-13,2023-05-25,45,3291.42,India,boydaaron@hotmail.com,Desktop,Yes,7.6
2680,Aaron Robertson,33,Female,2023-08-29,2025-02-11,29,1982.96,Germany,gbrennan@yahoo.com,Tablet,Yes,7.1
2681,John Banks,19,Female,2023-08-30,2023-10-11,18,1933.22,India,brian33@yahoo.com,Tablet,Yes,8.5
2682,Lauren Dennis,64,Female,2023-02-13,2024-09-24,32,3071.64,Singapore,deborahcarter@gmail.com,Desktop,Yes,7.0
2683,Erin Jones,57,Female,2020-09-23,2025-07-31,33,2511.27,UK,rhodesbrent@crawford.com,Mobile,No,7.0
2684,Christopher Watson,51,Male,2021-03-18,2024-03-03,32,4971.25,USA,wmartin@hotmail.com,Tablet,No,8.6
2685,Michael Thompson,61,Male,2020-12-05,2021-01-11,26,3235.57,Germany,ndiaz@kennedy.com,Desktop,Yes,8.0
2686,Sheena Henderson,62,Female,2023-02-10,2025-01-11,2,3334.67,UAE,marie25@gmail.com,Desktop,No,8.0
2687,Michael Gilbert,64,Female,2023-09-26,2024-04-13,44,2310.35,USA,campbellrichard@bailey.com,Mobile,Yes,8.2
2688,Andrew Leon,28,Female,2023-06-22,2025-04-12,35,920.74,UAE,lesterwanda@gmail.com,Desktop,No,5.2
2689,Richard Salazar,34,Male,2021-07-22,2025-04-01,34,1996.21,Brazil,zhogan@hotmail.com,Desktop,Yes,8.6
2690,Rachel Franklin,26,Female,2022-03-12,2024-06-17,40,1506.11,Germany,awang@flores.info,Tablet,Yes,8.4
2691,Matthew Marsh,61,Female,2022-10-18,2024-01-24,26,4160.03,Germany,hillbrianna@gmail.com,Mobile,Yes,6.0
2692,Christine Weiss,39,Female,2022-01-06,2024-02-26,11,1340.61,UAE,justinwilliams@yahoo.com,Mobile,No,7.1
2693,Derek Johnson,64,Female,2023-03-16,2025-07-29,12,4574.07,UAE,ianbrooks@gmail.com,Desktop,Yes,7.4
2694,William Doyle,54,Male,2021-01-16,2021-11-13,26,4733.02,Germany,holtbrian@holmes.net,Tablet,Yes,7.3
2695,Michael Prince,39,Female,2023-03-05,2025-07-12,7,1156.59,China,lorijones@yahoo.com,Mobile,No,8.0
2696,Jennifer Porter,41,Female,2021-06-21,2021-09-10,2,4760.56,Singapore,debrasteele@hotmail.com,Tablet,No,9.6
2697,Peter Dyer,42,Female,2021-03-17,2024-10-07,2,3068.93,Singapore,michaelfaulkner@yahoo.com,Tablet,No,9.1
2698,Brandy Rogers,70,Female,2021-12-28,2023-04-02,15,87.63,Canada,jmorse@higgins.com,Tablet,Yes,5.5
2699,Regina Ruiz,61,Male,2023-06-27,2024-01-11,8,4573.71,Brazil,atorres@yahoo.com,Desktop,Yes,8.4
2700,David Bryant,21,Male,2021-01-08,2025-02-12,34,4173.47,UAE,lhatfield@gmail.com,Tablet,Yes,9.5
2701,Blake White,35,Male,2022-01-03,2024-04-13,6,4200.89,Germany,maurice29@coleman.org,Desktop,No,8.1
2702,Kelly Montgomery,23,Female,2023-02-02,2025-05-23,19,2295.7,UAE,rrivera@yahoo.com,Desktop,Yes,9.1
2703,Sophia Blake,24,Male,2020-11-15,2022-11-16,47,908.87,Brazil,wilsoncheryl@gmail.com,Mobile,No,10.0
2704,Lauren Holt,48,Male,2021-06-26,2023-04-03,16,4004.08,Singapore,sydney62@chavez.org,Desktop,Yes,9.0
2705,James Wright,19,Female,2023-02-22,2023-04-05,10,3500.77,India,maryskinner@mitchell.biz,Desktop,Yes,7.9
2706,Maureen Russell,20,Female,2024-06-30,2024-08-23,12,2310.33,Brazil,zspencer@gmail.com,Tablet,Yes,9.1
2707,Meredith Allen,62,Female,2024-05-23,2024-07-10,36,347.7,UK,sandovalmatthew@yahoo.com,Desktop,Yes,7.7
2708,Sharon Faulkner,35,Female,2021-01-05,2024-03-26,9,1213.3,China,jasminecole@allen-brown.info,Tablet,No,7.5
2709,Casey Dyer,43,Male,2023-05-07,2025-06-09,9,4679.11,China,kreid@evans-brennan.com,Desktop,No,7.0
2710,Scott Marsh,21,Female,2021-01-10,2022-02-18,50,2938.66,Australia,amysmith@boone.com,Desktop,No,9.8
2711,Jennifer Flores,35,Female,2024-05-01,2024-12-19,11,734.18,UAE,william63@yahoo.com,Tablet,No,6.3
2712,Michael Phillips,65,Female,2022-10-21,2022-12-04,35,3179.25,Brazil,matthewjones@melendez.net,Desktop,No,9.8
2713,Kevin Pruitt,68,Female,2021-12-04,2025-06-21,46,4215.8,Canada,tlawrence@hotmail.com,Mobile,Yes,8.2
2714,Emily Herrera,37,Male,2024-05-14,2024-09-12,6,4071.47,Australia,vstephenson@gmail.com,Desktop,Yes,5.4
2715,Bobby Robinson,26,Male,2023-06-13,2024-02-28,3,262.23,Canada,sparkskaren@gmail.com,Desktop,Yes,8.1
2716,Christopher Smith,55,Male,2024-04-08,2025-03-10,5,4794.38,UK,ibaird@yahoo.com,Tablet,Yes,4.3
2717,Nicole Gardner,69,Female,2021-02-27,2024-10-17,21,392.75,USA,thomasrice@hotmail.com,Desktop,No,8.4
2718,Allen Sanchez,48,Male,2020-08-09,2024-11-27,34,1060.25,Australia,rhoffman@yahoo.com,Tablet,Yes,8.8
2719,Tina Smith,61,Male,2021-05-09,2024-03-08,19,1551.15,China,josephschultz@padilla.biz,Tablet,No,6.6
2720,Troy Anderson,42,Female,2024-01-01,2024-12-17,10,2522.94,Germany,brownmark@yahoo.com,Desktop,No,7.7
2721,Michele Harrison,58,Female,2020-11-02,2021-11-27,47,4749.81,Australia,juliecaldwell@gmail.com,Mobile,Yes,10.0
2722,Gregory Middleton,26,Female,2022-06-27,2022-08-01,33,4924.71,UK,kristinawilliams@hotmail.com,Desktop,No,6.7
2723,Erin Morgan,31,Male,2024-06-10,2025-04-24,34,1131.27,UK,dstafford@johnson.net,Tablet,Yes,5.9
2724,Tiffany Ward,65,Male,2023-01-23,2024-11-07,13,4189.88,UK,dbooth@gmail.com,Mobile,Yes,9.7
2725,Sarah Downs,59,Male,2022-01-15,2023-08-28,41,1559.1,India,tamara48@pennington.info,Mobile,No,10.0
2726,Christine Dawson,65,Male,2023-03-26,2023-07-13,6,2621.97,Australia,amy55@marshall.biz,Desktop,No,7.5
2727,Cynthia Mendez,28,Male,2024-07-30,2024-11-28,46,2786.09,UAE,robertjohnson@yahoo.com,Mobile,Yes,9.0
2728,Justin Morris,67,Female,2020-10-30,2021-07-21,26,2617.47,India,perezstephanie@hunt.net,Tablet,No,9.5
2729,Dr. James Stephens II,29,Male,2022-05-21,2024-09-20,23,2426.39,UAE,patricia81@fernandez.com,Desktop,No,6.4
2730,Daniel Bryant,53,Female,2024-02-22,2024-07-24,31,721.55,UK,iellis@hotmail.com,Tablet,Yes,6.8
2731,Katherine Dixon,38,Male,2022-07-16,2022-11-03,40,496.66,Singapore,bdiaz@hotmail.com,Desktop,Yes,9.3
2732,Julie Rangel,64,Male,2023-06-03,2024-09-04,26,312.83,UK,vpeterson@hotmail.com,Tablet,No,10.0
2733,Vanessa Johnson,25,Female,2022-01-14,2023-06-01,12,363.44,Germany,tanderson@miller.com,Mobile,No,8.3
2734,Kristin Weber,68,Male,2021-04-06,2023-12-04,37,3294.21,UK,douglas07@ayala.com,Mobile,No,6.2
2735,Erik Russo,29,Male,2023-03-06,2023-12-18,10,2904.41,Brazil,marilyn57@page-flores.com,Tablet,Yes,10.0
2736,Amanda Roman,65,Female,2021-02-26,2025-03-08,11,4778.94,Australia,steven08@hotmail.com,Desktop,Yes,6.7
2737,Brenda Tapia,58,Female,2021-05-19,2024-11-16,16,2788.03,UK,geraldpineda@gmail.com,Mobile,Yes,7.0
2738,Dominique Esparza,38,Female,2020-08-14,2022-02-02,45,4822.55,Brazil,phall@johnston.com,Tablet,Yes,8.0
2739,Ann Arnold,38,Female,2020-09-29,2023-10-27,18,2118.48,Singapore,timothy59@brown.info,Tablet,No,9.8
2740,Dawn Taylor,65,Female,2024-06-15,2024-12-15,15,849.73,Australia,kevin01@yoder.com,Desktop,Yes,8.8
2741,Eric Richmond,19,Female,2021-07-28,2022-09-07,17,4333.89,Brazil,njones@hotmail.com,Desktop,Yes,8.1
2742,Loretta Holt,29,Female,2024-05-17,2025-05-10,39,4133.1,Brazil,fmiller@gmail.com,Desktop,Yes,8.2
2743,Carl Tate,29,Male,2021-03-22,2021-06-10,29,395.92,USA,andradejasmine@miller.org,Desktop,Yes,7.6
